,Atrial,AVC,EMP,OFT,SV,Ventricle
Gm5428,0.783330426,0.729324265,0.812503975,0.740808884,0.806392146,0.807639287
Osbpl8,0.100009117,0.143076188,0.108385094,0.246886509,0.112220772,0.103238623
Bbs10,0.041783457,0.051961836,0.035290089,0.042554732,0.049208869,0.040294695
Nap1l1,3.640651298,3.83230135,5.570614673,4.574455191,5.013378443,4.710500438
SNORA48.2,0,0,0,0.000249958,0.001447191,0.000272718
Phlda1,2.713171098,2.275837042,2.225080355,2.424492425,2.239923437,1.325962823
AC158595.1,0.001204496,0,0.00035153,0,0.000300522,0.000465377
Krr1,0.311851648,0.31515581,0.444708083,0.378541944,0.391091415,0.37740065
Glipr1,0.070945833,0.066954751,0.042566948,0.169473725,0.058319322,0.07024539
Glipr1l1,0,0,0,0,0,0
Gm6808,0,0.002062767,0.002536266,0.000839294,0.001304866,0.000879571
Caps2,0.002198891,0,0.000586294,0.002639918,0.002226883,0.000300092
Kcnc2,0.002358887,0.000576667,0.000910806,0.000499905,0.001148831,0.000121085
Atxn7l3b,3.373452525,3.508431986,3.268938037,4.174071064,4.237342422,2.895162038
4921506J03RIK,0.001282631,0.002047668,0.001315889,0,0.00125321,0.000303829
Trhde,0,0.000516535,0,0.00087696,0.000988697,0
Tph2,0,0,0,0.000444803,0,0.000161532
Tbc1d15,0.295442417,0.296678694,0.327568487,0.380596434,0.347682741,0.341541353
Rab21,0.224033427,0.233487635,0.178743318,0.198916882,0.203673513,0.192561019
Tmem19,0.180572051,0.226582796,0.14194958,0.189171886,0.169122931,0.152360995
Thap2,0.166635711,0.162890282,0.162390098,0.158582239,0.17300411,0.159959677
Zfc3h1,0.25251301,0.243579813,0.175693698,0.250324389,0.239968322,0.208901411
Lgr5,0.001920864,0.001359156,0.001966465,0.002404244,0.000721078,0.00286777
Tspan8,0,0,0.001079049,0,0.001646195,0.000407076
Ptprr,0.002921543,0.054326398,0.018163347,0.058038733,0.004541061,0.051621675
Ptprb,0.001188335,0.000652573,0.002934699,0.001368783,0.000888264,0.001503863
Kcnmb4,0.029417365,0.061187835,0.04906374,0.077772545,0.075339192,0.047438404
4933400F03Rik,0.015678295,0.020130126,0.014347073,0.017856536,0.023248615,0.013395545
Cnot2,0.602609542,0.544260756,0.69682324,0.567504118,0.661582324,0.533841101
5330438D12Rik,0.054847289,0.065032326,0.054418772,0.057579705,0.045063386,0.047471781
AC132304.1,0,0,0.000324428,0,0.000725732,0
Gm239,0.012782566,0.01393176,0.032610614,0.010725414,0.0289463,0.044231656
Rab3ip,0.775918562,0.630785717,0.590083522,0.72849236,0.606790836,0.670460448
D630029K05Rik,0.000837295,0,0.000593523,0.000405436,0.000537026,0.000207424
Best3,0,0.000254756,0,0.000433738,0,0.000210968
Lrrc10,0.793426014,0.579833416,0.360076391,0.489474247,0.199000084,0.909148398
Cct2,3.126336301,2.831789508,5.041210919,3.788424159,4.578689682,3.46678921
Frs2,0.04409861,0.043145941,0.055475135,0.065979777,0.063531368,0.039421231
Yeats4,1.135591229,1.181435246,1.654180847,1.463239947,1.603051917,1.198905128
Lyz2,0.001887444,0.046673545,0.009165815,0.02776794,0.001634951,0.08085432
Lyz1,0,0.003090678,0.000495371,0.001120833,0,0.011049798
Cpsf6,1.099489133,1.040011749,1.221672442,1.167557547,1.247475775,1.087355495
RP23-326O5.2,0,0.001558408,0.000426627,0,0,0.000718203
Cpm,0.003522629,0.006771157,0.025147488,0.019957338,0.01624036,0.005472065
Mdm2,0.497314001,0.494579973,0.570407992,0.541271229,0.503587424,0.45262974
Slc35e3,0.024083139,0.01745357,0.023352987,0.028291785,0.03093228,0.019957741
Nup107,0.251328047,0.288988127,0.35721584,0.337524434,0.360814252,0.308952954
Rap1b,1.537928687,1.486574692,1.68741588,1.76322646,1.60714533,1.454508213
Mdm1,0.079264711,0.112348848,0.119882456,0.121739704,0.140883154,0.097171524
Il22,0.00194479,0.001077382,0.000439344,0.003333764,0,0.002381329
Iltifb,0.002229404,0.0020972,0.002326097,0,0.000880769,0.001030524
AC158600.5,0,0,0,0.000659086,0.000469771,0
AC158600.6,0.001337811,0.002649885,0.003420454,0.003836255,0.003538041,0.00308823
AC158600.2,0.00365968,0.002321269,0.000208479,0.002489961,0.003597902,0.002153312
AC158600.4,0,0,0.000510846,0.001329334,0,0.000317111
Ifng,0.0005996,0,0.000872113,0.000693268,0,0.001354365
Dyrk2,0.027207009,0.02878624,0.027704051,0.041212238,0.040958809,0.03025229
Cand1,0.352776693,0.407104579,0.509120367,0.4875391,0.492841811,0.470567151
Gm16320,0.003169793,0,0.003916316,0.000341966,0.00271491,0.001644398
Grip1,0.122472888,0.121371929,0.048019029,0.031424278,0.084118402,0.084537207
Helb,0.025277587,0.050518007,0.038586848,0.044056251,0.024072031,0.051122723
Irak3,0,0.000601717,0.001080989,0.001024988,0.000916229,0.000183164
Tmbim4,1.221726642,1.519739044,1.269864502,1.126852403,1.073153079,1.4179763
Llph,0.287661001,0.244975194,0.478754121,0.359856283,0.450342918,0.425016955
Hmga2,1.774804838,5.255806227,6.112417343,4.815085003,3.858802922,4.480808062
1700006J14Rik,0.011475358,0.005387413,0.008007521,0.004563095,0.009507653,0.002847344
9230105E05Rik,0.001278147,0,0.002494422,0.00277107,0.000868002,0
Mir763,0.00207665,0.014978482,0.009599382,0.010028078,0.005118315,0.007460077
Msrb3,0.103831284,0.131661742,0.057649204,0.114275214,0.070363718,0.111739628
Gm15961,0,0.001130429,0,0.000525764,0.000526614,0.000668531
Gm15910,0.000364608,0.004131301,0.003044894,0.000355336,0.002745325,0.001754615
Gm4473,0.016140024,0.015595942,0.004158367,0.012097475,0.005863238,0.011545044
Lemd3,0.03341184,0.048429569,0.030246925,0.050167479,0.031506733,0.029774171
Gm16166,0.000537597,0,0.001250392,0.003106929,0.001469138,0.001713714
AC140381.1,0.00086853,0,0,0,0,0
Wif1,0,0,0.001498377,0.000793845,0.000484909,0.000745293
Tbc1d30,0,0.004237891,0.001389766,0.000575464,0.001905836,0.001754176
Gns,0.083578412,0.087342761,0.080513373,0.101863342,0.090067078,0.087036858
Rassf3,0.293995457,0.26236106,0.243310295,0.396411785,0.310796246,0.264763286
Tbk1,0.076731015,0.104693375,0.099504565,0.100865203,0.117092825,0.089297613
Xpot,0.180694179,0.148087069,0.226509096,0.197310429,0.203987218,0.26025842
D930020B18Rik,0,0,0.000282793,0,0,0
BC048403,0.011935086,0.003632838,0.006281212,0.003595207,0.004651693,0.00786296
Srgap1,0.012554707,0.012805206,0.023835663,0.108042633,0.04965005,0.040947026
Tmem5,0.449174111,0.381256168,0.321238861,0.365568514,0.358062661,0.475181169
Avpr1a,0,0,0,0,0.000894561,0.000173521
Ppm1h,0.015725234,0.026275418,0.016582192,0.025655216,0.017004877,0.022154399
Mon2,0.098951415,0.130179764,0.138003227,0.127242076,0.185176005,0.107903908
Usp15,0.356465866,0.389352599,0.413804057,0.356900727,0.351416507,0.413663023
Fam19a2,0,0.002801023,0.035506931,0.133721077,0.003686284,0.022704708
Slc16a7,0.026064541,0.021561737,0.009049785,0.016178289,0.011698501,0.017537246
Lrig3,0.001376718,0.000966358,0.010874937,0.009016437,0.019504209,0.001876942
Xrcc6bp1,0.113143763,0.07870245,0.104048128,0.075265571,0.090422385,0.119101199
Ctdsp2,0.265206493,0.219943521,0.283859145,0.287785007,0.271101833,0.245345905
Avil,0.00227217,0.000979935,0.002303883,0.000275896,0.00220236,0.000182549
Tsfm,1.139393936,0.853725586,0.98348699,0.839539941,0.873065011,1.32365083
Mettl21b,0.001235556,0.001381552,0.001041616,0.001049978,0.00162761,0.000604367
Mettl1,0.704431117,0.501122341,0.685375979,0.651884637,0.648537819,0.799010813
Cyp27b1,0,0,0,0,0,0
9-Mar,0.013858712,0.004244374,0.024058337,0.021995333,0.018519372,0.004300585
Cdk4,4.868165138,4.95714267,8.80410679,7.40661328,9.363292201,6.142196096
Tspan31,0.925741978,1.037263112,1.079112473,1.100354294,1.065686409,0.857805086
Agap2,0,0.000642768,0.000169624,0.001053944,0,0.000229252
Os9,0.204893239,0.17956943,0.140721962,0.237588966,0.279563407,0.137502461
B4galnt1,0.00278924,0.017797026,0.015305109,0.018867266,0.004583813,0.018295737
Slc26a10,0.003550863,0.010095667,0.006664317,0.015706442,0.009997685,0.006629058
Arhgef25,0.118104781,0.160591351,0.125678787,0.191815792,0.146590911,0.132887079
Dtx3,0.158061667,0.219123757,0.186537005,0.291566701,0.247696479,0.191591914
AC144852.1,0.006486141,0.005012349,0.003403199,0.004066551,0.004583359,0.003565095
Pip4k2c,0.083331904,0.078710448,0.084973716,0.100344544,0.093287519,0.075007423
Kif5a,0.006152968,0.009966944,0.006830236,0.007440114,0.005817418,0.007630369
Dctn2,1.195616814,1.213183673,1.149164742,1.337343234,1.395560259,0.996763687
Mbd6,0.085119113,0.101265751,0.102438394,0.098077306,0.089312002,0.081625199
Gm20492,0.002778883,0.002605576,0.001178629,0.004704077,0.001793634,0.002513732
Gm4189,0.008910441,0.003529747,0.001248823,0.001948135,0.002767715,0.002297155
Ddit3,0.271068665,0.235880266,0.089530708,0.185877305,0.148188977,0.134381364
Mars,0.467362245,0.430362486,0.540562815,0.503921338,0.505170016,0.476750688
Arhgap9,0,0.001308221,0.000458204,0,0.000370743,0.002688466
Gli1,0.001130403,0.005056609,0.033392122,0.019981105,0.035849275,0.001480021
Inhbe,0,0,0,0.000695472,0,0
Inhbc,0,0,0,0,0,0
R3hdm2,0.299316864,0.397127543,0.267638868,0.53285369,0.351260533,0.355145888
Stac3,0.004710103,0.002260153,0.003683256,0.002834652,0.001507007,0.003856056
Ndufa4l2,0.202157893,0.204287009,0.185961063,0.347365567,0.056188869,0.236892785
Shmt2,0.37847024,0.370443013,0.4746446,0.561668539,0.39352541,0.500076735
Nxph4,0,0.001656813,0.000252791,0.000941416,0.00028493,0
Lrp1,0.1553263,0.233542631,0.136737716,0.218422484,0.208227038,0.121310474
Stat6,0.023688311,0.062717209,0.026199152,0.027531722,0.018304715,0.035317942
Nab2,0.074073558,0.113896589,0.08642055,0.12176071,0.046384031,0.065293536
Gm16229,0,0.000861001,0,0,0,8.12E-05
Tmem194,0.049905001,0.063747618,0.064524162,0.063465403,0.053157112,0.069357034
Gm16230,0.001010163,0.001324392,0.001214878,0,0.002105034,0.001563882
Myo1a,0.001045905,0.000225755,0.00090188,0.001445179,0.000448937,0.001351473
Tac2,0.003182517,0.00183937,0.011461313,0.005438362,0.015466017,0.002921911
Zbtb39,0.019788202,0.020761221,0.023917614,0.028467281,0.027474027,0.022177562
Gpr182,0.00067569,0.000509513,0.001382867,0.002272269,0.003364701,0.00297416
Rdh1,0,0.001023549,0.000155972,0,0,0
Rdh9,0,0.000430547,0.000863478,0.00078466,0.000245738,0.000743168
Rdh16,0,0,0,0.000484673,0.000210494,0
Gm15900,0,0.000834243,0.000306335,0.000478766,0.000398331,0.000461052
Hsd17b6,0,0,0,0,0,0
Prim1,0.445060951,0.499205849,0.761624402,0.560853936,0.631914573,0.64379186
Naca,12.68410438,11.60989697,18.34340303,14.30418485,17.88076465,14.21321019
Ptges3,3.032832495,2.562383146,3.975041978,3.074290277,3.404120436,3.190768907
Atp5b,31.60553841,29.71115625,18.26299068,18.86751005,21.22141778,25.93098142
Baz2a,0.267976923,0.362494228,0.420743669,0.404887048,0.445125928,0.321215904
Rbms2,0.501979311,0.551624026,0.505964924,0.47961231,0.509380518,0.46622729
Gls2,0.005551366,0.005852948,0.006417913,0.00729403,0.003703645,0.011398225
Spryd4,0.307773563,0.26914544,0.24776025,0.235440917,0.209329257,0.306062296
Mip,0,0,0.001022897,0.000553522,0.000695665,0.000132526
AC135859.1,0.009027359,0.014803847,0.015062623,0.015381703,0.02490373,0.008175809
Timeless,0.251521841,0.25017144,0.305442297,0.341594468,0.350140918,0.262955225
Apon,0,0.001100892,0,0,0.002079471,0.000288548
Apof,0,0,0.000906651,0,0,0
Stat2,0.016316569,0.021142267,0.008595655,0.013799465,0.017478166,0.008042677
Il23a,0.001088648,0,0,0,0,0
Pan2,0.053101617,0.067912797,0.067708536,0.065713543,0.064314588,0.049977363
Cnpy2,1.832637435,1.973121438,2.29081288,2.521210299,2.59567556,1.889498602
Cs,1.723651129,1.456705758,0.947178298,0.919663908,1.01917781,1.444255248
Coq10a,0.184750782,0.148871316,0.100546095,0.143184713,0.112589852,0.114613827
Ankrd52,0.007911851,0.010889296,0.012441285,0.018050771,0.028775641,0.011833562
Gm17201,0,0,0,0,0,0
Slc39a5,0,0,0,0,0.001448603,0.000182105
Nabp2,0.674859251,0.636326884,0.776687147,0.786359646,0.793649404,0.785471773
Rnf41,0.21088819,0.232043229,0.301122263,0.300248935,0.260789061,0.22414208
SCARNA11,0,0,0,0.000449434,0,0
Smarcc2,0.180950474,0.222095498,0.152169296,0.245972896,0.240992956,0.173678629
Myl6,23.3838085,20.78012576,13.40365356,20.15051881,13.43004809,18.59851381
Myl6b,0.055080193,0.071467139,0.045511141,0.070986017,0.043016537,0.0589956
AC170752.1,0.071071525,0.054134795,0.028549246,0.060469357,0.033641646,0.038689935
Esyt1,0.033547054,0.048970248,0.019811604,0.143433764,0.037099935,0.030301035
Zc3h10,0.064531341,0.099511077,0.093862543,0.111348426,0.101205452,0.074304107
Rpl41,22.33649079,22.15395061,32.60008289,25.67224473,30.42914378,25.85294321
Pa2g4,2.288630554,1.818885517,3.085727208,2.535088576,2.966621318,3.352756285
Erbb3,0.003116309,0.008441484,0.005696632,0.006704731,0.001996317,0.010016684
Rps26,6.001915803,5.446281476,8.870230059,6.670732514,8.551509446,7.316780378
Ikzf4,0.018214858,0.026716623,0.01814299,0.028676539,0.020075046,0.016373378
AC117232.1,0,0.000712778,0.000586675,0,0.001044087,0.000204069
Suox,0.095333904,0.075315795,0.03313392,0.048814081,0.046519836,0.028662045
Rab5b,0.104632893,0.154340088,0.106715954,0.152550854,0.117936872,0.106569968
Cdk2,0.473801149,0.553031996,0.564749116,0.47887673,0.512979659,0.496190413
Pmel,0.001836258,0.004465998,0.003455628,0.005669454,0.00222289,0.007075508
Dgka,0.013320586,0.031873427,0.012575697,0.014080025,0.012205822,0.011989234
Wibg,0.341206014,0.371297532,0.476939744,0.458862321,0.419292767,0.397532008
Rpsa-ps2,0,0,0.000399124,0.002516937,0.001498396,0
Mmp19,0,0.002587704,0.000575853,0.000582288,0.002126395,0.000639569
Tmem198b,0.057562799,0.075522235,0.057081067,0.06598543,0.06186094,0.048860136
Dnajc14,0.156630145,0.196972457,0.191978113,0.206051638,0.175585336,0.165263214
Ormdl2,0.977637399,1.013087584,1.31430779,0.872067558,0.961939843,1.086331296
Sarnp,2.815508801,2.693503126,2.766800329,2.714511158,2.507711887,2.692079205
Gdf11,0.099544985,0.065642677,0.038336874,0.066098151,0.093439899,0.065449165
Cd63,1.667525975,1.520857779,1.579294736,2.46223782,1.894478393,1.701670138
Rdh5,0.01712678,0.01687038,0.007528525,0.016263773,0.02037357,0.007756045
Bloc1s1,0.10810787,0.13745583,0.067544068,0.097009766,0.105900815,0.09071773
Itga7,0.005970485,0.012506818,0.020036248,0.042751465,0.004081934,0.009524126
Mettl7b,0,0,0,0,0,0.000324891
Neurod4,0,0,0,0,0,0.000182323
Gm9770,0,0,0,0,0.000968091,0
Vmn2r87,0,0,0,0,0.000658738,0
AC226737.1,0,0,0,0,0.000554584,0.000245093
AC226737.2,0.007122904,0.01612063,0.012138644,0.023971366,0.022487724,0.013144248
Pisd-ps1,0.004794192,0.006572369,0.003248365,0.004965368,0.003873216,0.005980627
Sfi1,0.016762443,0.029671734,0.015785776,0.017435097,0.019345474,0.017583312
Gm11400,0,0.000537949,0.000880211,0.000784809,0.002266656,0.000807994
Drg1,1.080340717,1.267363255,1.580847811,1.468764133,1.403144943,1.393844002
Gm12735,0,0,0,0,0,0
Fau-ps2,0.000870554,0,0.000385049,0.001986274,0.001318028,0.002354295
Eif4enif1,0.200219494,0.237350467,0.249145818,0.30561879,0.318641827,0.266779549
Patz1,0.145972962,0.170845547,0.301572027,0.304257469,0.294531257,0.179133405
Gm12592,0,0,0.000244246,0,0.000434475,0
Gm11944,0.001949263,0.001196584,0.000907581,0.001851161,0.004748171,0.001397197
Pik3ip1,0.01074628,0.042267227,0.018846421,0.063457011,0.030189191,0.023707597
Limk2,0.134010879,0.152068581,0.146485374,0.158019394,0.123366675,0.144610943
Rnf185,0.14474083,0.141679896,0.118877345,0.117601717,0.130399501,0.089719777
8430429K09Rik,0.081101215,0.058913033,0.07067754,0.114231891,0.091323978,0.068521344
Gm11945,0.027054696,0.026428154,0.017940422,0.0258649,0.027748991,0.024174798
Pla2g3,0.00169777,0.002792593,0.0029342,0.006461893,0.001333704,0.002098335
Inpp5j,0.002457373,0.004829021,0.000999138,0.003450623,0.000757774,0.004664153
Selm,0.346183184,0.568253681,0.225841487,0.339450062,0.314778291,0.326263009
Smtn,0.169082827,0.197341924,0.171584881,0.206657687,0.157816347,0.155306
Gm11946,0.000869928,0.002988214,0.000586843,0.001546742,0.001768001,0.000280881
Gm11949,0,0,0,0,0,0
Gm11951,0.001466129,0.002174334,0.005396008,0.00306041,0.003200105,0.00366323
Tug1,0.29301726,0.301064373,0.292699723,0.350099435,0.300487132,0.277348952
Morc2a,0.084719194,0.084893289,0.10892865,0.11342411,0.120466477,0.128134496
Osbp2,0,0,0.000388821,0,0,0
Gm11952,0,0,0,0,0,0
4921536K21Rik,0,0.004119131,0.002218351,0.003355006,0.001132942,0.002063847
Dusp18,0.291532466,0.333382203,0.158706391,0.265262453,0.205642743,0.222564593
Slc35e4,0.007998401,0.016803177,0.014347205,0.045207697,0.015818836,0.030961075
Tcn2,0.315707933,0.40624348,0.151961002,0.29166833,0.27297358,0.20386063
Gm11953,0.002946586,0.000773235,0.002174126,0.002110435,0.001743506,0.001154413
Pes1,0.433179547,0.432868157,0.513546763,0.475220173,0.542825865,0.537669841
Gal3st1,0,0.006355332,0.005667694,0,0.001772236,0.00416886
Gm11954,0.001082407,0.00107961,0.000155972,0.001556714,0.001684113,0.001145212
Sec14l4,0,0,0.000880732,0.000257013,0.000306867,0.000536016
Sec14l3,0,0,0,0,0,0
Mtfp1,0.34912987,0.211242857,0.24172424,0.126732557,0.279822699,0.281678759
Sec14l2,0.019083043,0.004879348,0.011591529,0.005387192,0.007654977,0.005503363
Gm11955,0.001772511,0.00110886,0.000700737,0,0.000746161,0
Gm11957,0.000553263,0,0,0.000272614,0,0
Rnf215,0.080134074,0.112727774,0.075366697,0.120672155,0.10427507,0.071189524
Ccdc157,0.008637533,0.01027925,0.010416979,0.012498952,0.014142316,0.010037514
Sf3a1,0.364036606,0.378680075,0.725875196,0.579860661,0.624001097,0.465610374
Tbc1d10a,0.071251448,0.077212443,0.152584983,0.114772406,0.125107921,0.075438529
Gatsl3,0.005950672,0.006197506,0.017301436,0.010744655,0.011068422,0.007218141
Gm11956,0,0,0,0,0.000922802,7.66E-05
Lif,0.001642808,0,0,0,0,0.000338317
Hormad2,0.004140196,0.000922963,0.003922932,0.005221523,0.003955735,0.005817769
Mtmr3,0.084406151,0.089608495,0.064191499,0.105437483,0.089114075,0.083025958
Gm11960,0.004749784,0.007296816,0.005512742,0.01231072,0.011832657,0.01238816
Gm11961,0.00042607,0,0,0.001654761,0.000269525,0.001875319
Ascc2,0.064027868,0.096996681,0.075899978,0.112738474,0.110783081,0.087508956
Uqcr10,6.03903795,5.757612643,3.575899268,3.032006848,3.698982114,5.871893762
Zmat5,0.740119201,0.634678495,0.509461022,0.476041602,0.587221285,0.564505482
Cabp7,0,0,0.000899563,0,0,0.000211515
Nf2,0.147795615,0.12289337,0.161483533,0.130978288,0.157678341,0.138069133
Nipsnap1,0.303180429,0.280635644,0.374833965,0.327440864,0.418553512,0.311744
Thoc5,0.227621068,0.21087149,0.249356658,0.22879894,0.22187978,0.20798301
AA413626,0.000669555,0.002606294,0.003674856,0.002870203,0.005145188,0.003245485
Nefh,0.000435057,0.00306889,0.002409233,0.005915497,0.001383203,0.011653155
Ap1b1,0.144252359,0.157293291,0.169270696,0.152706869,0.146445654,0.13683627
Gas2l1,0.069739909,0.070635006,0.106392795,0.108898057,0.078527564,0.061661372
Rasl10a,0,0.000728958,0.000493125,0.003150681,0.002366753,0.000900035
Ewsr1,3.12445517,2.553250965,3.319179563,3.317922421,3.363477028,2.801494539
Rhbdd3,0.112574462,0.119211826,0.110684053,0.14121532,0.116469945,0.130484574
Emid1,0.011652134,0.020514854,0.024704445,0.02251145,0.018081734,0.028893833
Kremen1,0.037155099,0.049144757,0.015254042,0.020336386,0.021745742,0.03423025
Znrf3,0.064195146,0.054302973,0.051560808,0.059860358,0.070186054,0.057299337
Gm11963,0,0.00188711,0,0.00109737,0,0.000134571
Xbp1,1.09642256,0.944105037,1.121780471,1.067136808,1.195914322,0.704054394
Ccdc117,0.089388598,0.102388919,0.124920952,0.123856714,0.14105159,0.110877696
Ankrd36,0.002179415,0.00109977,0.002590149,0,0.001585701,0.001645492
Gm11964,0.160464535,0.156031202,0.089334258,0.13210648,0.144153922,0.11229405
Gm11965,0,0,0,0,0,0
Mrps24,1.989797724,1.758883055,1.714874386,1.595446934,1.686167609,2.216155786
Urgcp,0.090722304,0.129170884,0.0695488,0.085615161,0.06278175,0.089480969
2210015D19Rik,0.446780109,0.389780346,0.326921487,0.293342348,0.337713064,0.37512881
