,Endocardial/Endothelial,Epicardium,Lateral Plate Mesoderm,Multipotent Progenitors,Myocardium,Neural Crest,Paraxial Mesoderm
Tmem237,0.307314255,0.492637975,0.369936764,0.396568129,0.38065273,0.33667322,0.394949302
AC133162.1,0.012558793,0.024256114,0.014969842,0.020356724,0.016960648,0.018705961,0.022823499
Mpp4,0.000537811,0.000543485,0,0.00047592,0.000836678,0.000560323,0
Als2,0.016078596,0.02454566,0.011861647,0.011390753,0.010420249,0.010149978,0.011419871
Cdk15,0.00271728,0.018535156,0.01990354,0.003122483,0.003308764,0.00233672,0.005201532
Fzd7,0.043753656,0.258334044,0.184781055,0.199729047,0.105746666,0.148383816,0.250936851
AC132574.1,0,0,0,0,0,0.000424506,0.000180548
Gm973,0,0.001699694,0.001742959,0.00186952,0.000825353,0.000608834,0.002832027
Sumo1,7.827855603,8.477399045,8.830747406,8.645447534,6.38860099,8.574878424,8.176348168
Nop58,2.608712674,2.813734678,2.244619225,2.835279296,2.186565886,3.640347361,3.140728216
SNORD70,0.000348924,0.000368479,0,0,0,0.000327595,0
Bmpr2,0.089503791,0.049913563,0.040741837,0.0293026,0.035499866,0.020753205,0.023263655
Fam117b,0.10679762,0.132811616,0.106347673,0.126350285,0.061989989,0.158454336,0.11979272
Ica1l,0.00106658,0,0.000701083,0.001406159,0.000885843,0.000389125,0
Wdr12,0.887149419,0.841004286,0.673467384,0.972332908,0.56578138,1.632385444,1.290964975
Carf,0.007811657,0.00860664,0.011466588,0.005002661,0.005372225,0.005544179,0.004857794
Gm15464,0.030323476,0.025555706,0.020878672,0.031818424,0.022663471,0.041718812,0.025000526
Nbeal1,0.225138813,0.321906498,0.471540754,0.263147721,0.351655948,0.119147169,0.253574514
Cyp20a1,0.72349294,0.638688046,0.789354837,0.437684474,0.47862937,0.369430937,0.490555728
Abi2,0.209541689,0.255024609,0.248981687,0.292493133,0.266358469,0.210289805,0.34454721
Raph1,0.168696099,0.142794676,0.258616043,0.076030007,0.098217109,0.063387729,0.070163573
Gm11575,0.013584385,0.012401529,0.010908277,0.011248438,0.01092326,0.01038746,0.012295354
Gm11578,0.002784619,0.036080566,0.008327199,0.031758573,0.004527778,0.015536314,0.002358718
Eif4a-ps4,0.761236422,0.629676123,0.502978345,0.700908741,0.523887281,1.022821236,0.553950425
Cd28,0.000161828,0.000863779,0,0.000313134,0.00035467,0,0
Rpl18-ps1,0.313025875,0.185766709,0.271468475,0.336851861,0.220984386,0.372765153,0.326643965
Gm11582,0.000296661,0,0,0.000233401,0.000280984,0.000595921,0.000572212
Icos,0.002454467,0,0.001864859,0,0,0,0
Rpl17-ps1,0.026610443,0.02295283,0.012215691,0.028030717,0.017220997,0.040065628,0.021268782
Gm11591,0,0,0,0,0.000109543,0.000190457,0
Gm11587,0,0,0,0.000375623,0.000182771,0,0.000256524
9530026F06Rik,0.001485907,0.00046483,0.001297837,0.000963213,0.000218345,0.000345941,0.00187111
Pard3b,0.038674327,0.032728107,0.018546449,0.026860546,0.027369616,0.00544216,0.047818606
4930448K12Rik,0.000122239,0,0,0,5.55E-05,0,0.000197814
Gm12747,0,0.000392295,0,0.000121261,0,0,0
Gm11599,0.04950492,0.037226346,0.034026781,0.060446716,0.031996389,0.070910792,0.052470909
Nrp2,0.285222917,0.202159696,0.332468539,0.214790998,0.329630395,0.117293859,0.437891783
Ino80d,0.139778026,0.128089855,0.109815194,0.133288938,0.134340659,0.106980275,0.123348772
Gm11601,0.000409244,0,0,4.81E-05,0,0,0
Gm11603,0.001327315,0.001902688,0.000857658,0.000771011,0.000601983,0.000445597,0.001746607
Gm11602,0.000457893,0.000355125,0.0029173,0.000857336,0.000823631,0.000443252,0
Ndufs1,0.666067555,0.751341861,0.672708085,0.686543002,1.109891071,0.702073087,0.599807771
Eef1b2,9.923377725,9.353533645,9.427152203,10.95216957,8.174339105,11.42610122,11.96635311
Gpr1,0.001084673,0.003957222,0.00676223,0.000408388,0.001654172,0.000785767,0.000420479
Zdbf2,0.264137839,0.960105933,0.556037232,0.424889352,0.382856232,0.358381382,0.338321892
Gm11605,0.027091241,0.028762788,0.01504002,0.020823154,0.018818332,0.031287367,0.017486813
Adam23,0.003449202,0.019695576,0.006129476,0.003984671,0.001286947,0.010489993,0.002443444
Mdh1b,0.000755695,0.001188989,0,0.000694215,0,0.000938004,0.001181862
Fastkd2,0.328091689,0.363450498,0.361234641,0.34879179,0.292299685,0.462290754,0.380044798
Klf7,0.865756882,0.227792692,0.20764651,0.175702074,0.339387667,0.183897854,0.148195285
AL645646.1,0.000310559,0,0,0,0,0,0
Gm13750,0.038350459,0.028932683,0.019333923,0.038962891,0.033362103,0.052468802,0.024842286
Creb1,0.349037095,0.386887329,0.338083452,0.373252353,0.264555106,0.352995876,0.404019965
Mettl21a,0.148993451,0.185127655,0.192756561,0.177474533,0.140769901,0.197803939,0.217034501
2810408I11Rik,0.176024389,0.13261276,0.131899439,0.222145556,0.172724569,0.271339701,0.28955505
Ccnyl1,0.118961133,0.068907015,0.073926117,0.058849931,0.036726926,0.082961299,0.081833286
Fzd5,0.006502481,0.005953786,0.000574195,0.010149968,0.009548027,0.003227544,0.004732865
Plekhm3,0.035173976,0.028009875,0.021166976,0.030217279,0.035264739,0.028632355,0.027398561
Rpl10a-ps1,1.513197522,1.370335875,1.212850986,1.690065328,1.312683599,1.909029338,1.413964249
Akr1cl,0.001498496,0.009085399,0,0.000439919,0.000405354,0.001115918,0
Gm8550,9.73E-05,0,0,0.000430056,0.000193766,0.001018575,0.000256163
Cryge,0,0,0,0.000735334,0.000122301,0,0
Crygc,0.000160288,0.000375295,0,0.001653876,0.000583087,0.000212614,0
Crygb,0.000573106,0.001513117,0,0.000133887,8.59E-05,0.000259876,0.00020378
Cryga,0,0,0,0,6.01E-05,0,0
D630023F18Rik,0.003048453,0.002382981,0,0.0019333,0.001561815,0.000868898,0.002718902
Idh1,0.463049524,1.040835604,0.55090188,0.477472357,0.609919157,0.263990083,0.224981979
Pikfyve,0.021554112,0.021003728,0.009358134,0.025542804,0.016116267,0.025994766,0.029445122
Pth2r,0,0,0,0,0,0.000439121,0.000329526
Gm8805,0.0279312,0.02164969,0.026192748,0.0351021,0.027333251,0.043033333,0.033144376
Crygf,0.000135528,0,0,0.000704647,0.000607024,0,0
Gm8809,0.000436177,0,0,0.000952794,0.000458463,0.002398956,0.000412231
Gm15659,0.021429908,0.01779953,0.009116114,0.020232503,0.007905852,0.050854011,0.018699792
Mtap2,0.00312005,0.00435555,0.001309614,0.006412104,0.00464181,0.007357816,0.00459556
Unc80,0,0,0,0.000705886,0.000836118,0.000489962,0.000187299
Rpe,0.432395849,0.513759195,0.449216075,0.437072445,0.389404722,0.454386523,0.454845105
Kansl1l,0.044047719,0.056018306,0.019780703,0.059302278,0.042104691,0.033867419,0.033030879
Gm15789,0.000644783,0.002003651,0.00108242,0.000395383,0.000817661,0.001166867,0.001485392
Acadl,0.347368573,0.340265998,0.245225107,0.16109174,0.535263315,0.06825288,0.096123771
Gm15793,0.034644599,0.039345805,0.038785956,0.044629607,0.028065357,0.054616288,0.036464486
Myl1,0.112707358,0.141985389,0.070813829,0.082548235,7.90754035,0.044469629,0.013559955
Rpl31-ps14,0.003088728,0.004291979,0.002679603,0.00490066,0.003686679,0.006189911,0.00395075
Lancl1,0.128069606,0.259151636,0.149204101,0.22158185,0.234427097,0.187241586,0.188261383
Cps1,0.000264945,0,0.000736917,0.001367244,0.001270963,0,0.001486273
Kif22-ps,0,0,0,0.000356574,0.000127757,0.001001685,0.000211118
Erbb4,0.003215597,0.024241713,0,0.003264893,0.140925205,0.001417334,0.000626842
Gm15670,0,0.002905295,0,0,0.01235515,0,0.000348261
Gm16076,0,0,0,0,0.000360628,0.000212369,0
Gm8840,0.001088866,0.002350674,0.002105696,0.002154263,0.001936418,0.002392423,0.002337195
Ikzf2,0.02286175,0.045482463,0.057506171,0.043984103,0.030902282,0.014676927,0.034799416
Spag16,0.007476522,0.004536649,0.00329353,0.010369188,0.007173539,0.010856306,0.017729611
Bard1,0.104220951,0.102465077,0.095499547,0.106280522,0.057652526,0.091077544,0.113619748
Gm16236,0,0,0,0.000288521,0,0,0.000295018
Atic,1.31293932,1.160998919,1.37551822,1.145883743,0.671543562,1.892608516,1.477466
Fn1,5.188932635,1.838978525,2.713074532,2.001986384,0.601162133,0.430299056,1.540458807
Apol7d,0.006528733,0.017639456,0.017528888,0.014752714,0.020213917,0.012060483,0.014926632
Rpl21-ps1,0.013693069,0.005768233,0.014649832,0.014510269,0.011123182,0.018560936,0.015680534
Mreg,0.028525009,0.028322413,0.011876537,0.034827562,0.034311973,0.054608204,0.017861846
U2,0.000258926,0.000406731,0,0.000643346,0.000471267,0.000160526,0.000893607
AC120136.1,0.004386492,0.0055955,0.001587381,0.009403666,0.007968301,0.002833294,0.005707792
U2.3,0.000168234,0,0.000857658,0.00040801,0.000118808,0.000126143,0
Pecr,0.183331098,0.190038796,0.197901121,0.290207165,0.143744813,0.323692107,0.319454545
Tmem169,0.002232327,0.002891238,0.00165987,0.015542204,0.004390078,0.002365717,0.006047414
Xrcc5,0.355005465,0.465543405,0.315429619,0.536542219,0.224524512,0.460427835,0.472427389
Gm15843,0.038175296,0.032944094,0.030394223,0.051490108,0.031767311,0.070133327,0.042267381
Smarcal1,0.073373001,0.079080974,0.081756299,0.082804203,0.071445782,0.094322104,0.071886185
Ankar,0,0,0,6.05E-05,0,0.000628376,0.000189616
Rpl37a,16.93217858,16.53807066,15.0452115,17.50886247,13.23199454,16.50292048,19.79934844
Igfbp2,0.84091367,2.691004057,6.878815053,0.849671934,0.546939161,0.142449331,1.054054691
Igfbp5,0.983025561,4.838588954,0.273412157,1.241558665,2.78051394,0.080042456,0.988998522
Tnp1,0,0,0,0,0,0,0
Tns1,0.051387134,0.055037939,0.021807919,0.037587606,0.039155028,0.056668608,0.085250991
Rufy4,0.003024278,0.004860617,0.003411276,0.000740865,0.001007322,0.000170142,0
Cxcr2,0.001699099,0.000270264,0.002608913,0.001393009,0.000561828,0.003506721,0.001512912
Arpc2,6.953430802,4.926180946,5.379540799,3.782950162,4.967551983,3.992533596,3.513790516
Gpbar1,0.004555386,0.008947379,0.047457811,0.00549163,0.002121456,0.00019136,0.000280579
Aamp,1.874782222,1.894470339,2.215926079,1.891678838,1.614572217,1.933929666,1.7484324
Pnkd,0.901562795,1.049302665,0.985807198,1.057526008,1.809654313,1.15495625,1.047405484
Tmbim1,0.222033998,0.085342265,0.139255687,0.045255875,0.080514607,0.058030891,0.050655939
Gm216,0.007038214,0.014293752,0.010910084,0.007075368,0.008968449,0.004739957,0.014721206
Slc11a1,0.001105239,0,0.000625953,0.000349488,0.000396823,0,0.001226629
Ctdsp1,0.370453312,0.428252729,0.492769322,0.444045,0.428435388,0.328296042,0.462947674
Vil1,0.001779699,0.000572665,0,0.001183824,0.046487139,0.000893615,0.000895756
Usp37,0.274048455,0.279517022,0.237312294,0.316980194,0.231080037,0.25113465,0.340944156
Rqcd1,0.394163037,0.414779752,0.498046254,0.432426344,0.253561245,0.422155688,0.471329939
Plcd4,9.11E-05,0.000504615,0,0.001239797,0.000474558,0.000239209,0.00104134
Zfp142,0.059634469,0.055158056,0.034920595,0.057124007,0.047166435,0.075054231,0.065618004
Bcs1l,0.127810868,0.114282953,0.127529106,0.142918519,0.138544653,0.144338931,0.165470299
Rnf25,0.189809533,0.194856861,0.169957929,0.171625664,0.167332555,0.185389445,0.16519572
Stk36,0.006244942,0.012784633,0.017479482,0.012877609,0.009635586,0.008632344,0.01188514
Ttll4,0.094764241,0.087013857,0.11237552,0.108371846,0.057777181,0.14387485,0.137153153
Cyp27a1,0.008794204,0.010861784,0.002735219,0.006476013,0.009081277,0.002747098,0.002298983
Prkag3,0.001085562,0.003144646,0.002308352,0.000592435,0.005839966,0.000164843,0
Wnt6,0.018623321,0.448168472,0.32521928,0.022304337,0.014407137,0.00830489,0.009327638
Wnt10a,0.000509971,0.002203695,0,0.000840489,0.000185888,0.000261276,0
Cdk5r2,0.000170709,0,0,7.57E-05,0.000149228,0.000405635,0.000244354
Fev,0.135827046,0,0,0.001289432,0.000161773,0.000298658,0.002031533
Cryba2,9.98E-05,0,0,0.000506978,0.000138666,0.000291686,0
Ccdc108,0,0,0,0,0,0,0
Ihh,0.000652844,0,0.001186541,0.001285537,0.001240441,0.000643436,0.000710334
Nhej1,0.066586853,0.06545243,0.068898827,0.087944078,0.078110586,0.088975428,0.090824115
Slc23a3,0,0.000283788,0,0.00030556,5.04E-05,0.0006943,0
Cnppd1,0.136988154,0.15549787,0.088899846,0.126008235,0.136278551,0.089565355,0.10694024
Fam134a,0.209139897,0.21287926,0.219782142,0.208891808,0.170339544,0.168501442,0.228353371
Zfand2b,0.199122812,0.18877391,0.125505327,0.171006745,0.213508956,0.165292041,0.159735225
Abcb6,0.054572659,0.104823526,0.101454663,0.092749025,0.110396628,0.07825151,0.059008407
Atg9a,0.053819307,0.05921688,0.061931749,0.048352685,0.089810123,0.043254581,0.067185473
Ankzf1,0.123045356,0.141605822,0.10313903,0.167265608,0.219786901,0.142852731,0.200585176
Glb1l,0.008300151,0.009657282,0.011269776,0.014350673,0.009999292,0.010774271,0.013457017
Stk16,0.72352415,0.771446889,0.77742033,0.845149155,0.639472527,0.937841966,0.867148258
Tuba4a,0.014689082,0.014103557,0.008285065,0.013986182,0.048741453,0.007012226,0.012440105
A630095N17Rik,0,0,0.00061177,0,0,0,0
Dnajb2,0.004962594,0.019739163,0.005214741,0.009047946,0.011736775,0.009049594,0.008532741
Ptprn,0.057655821,0.00058046,0.0022119,0.001083946,0.00844394,0.00266328,0.002199893
Resp18,0.000552219,0,0,0.0003103,0.002323735,0.00019027,0.00117443
Dnpep,1.014320455,1.065776504,1.175108522,0.84750254,1.180968033,0.646374808,0.559529372
Des,0.23853889,0.630779512,0.257009882,0.544581642,4.914876847,0.142325133,0.116535404
Gm15179,0.00079623,0,0,0.001547344,0.009268541,0.000129959,0.001056342
Speg,0.144735392,0.713340619,0.641256204,0.429959764,0.910062278,0.139050658,0.272471836
Gmppa,0.178200116,0.184070721,0.261857437,0.186351637,0.253392053,0.168468469,0.194178725
Accn4,0.002137125,0.020156378,0.002282622,0.008545133,0.010201205,0.000375586,0.007643955
Chpf,0.068497387,0.218405094,0.234514843,0.179708884,0.186991244,0.307497444,0.170437098
Obsl1,0.349889446,0.210470719,0.227208792,0.247085888,0.304477475,0.202678809,0.24740853
Tmem198,0.00080749,0.001411828,0.001427249,0.005628828,0.003417628,0.009973882,0.002231453
Inha,0.011460484,0.00657319,0.001354446,0.010796515,0.041193356,0.002565401,0.002300409
Stk11ip,0.031600753,0.03935938,0.024701692,0.042656193,0.029414583,0.035547991,0.039898574
Slc4a3,0.009170015,0.037158441,0.013815834,0.038021194,0.047304169,0.016362318,0.020808727
Gm5257,0.000403463,0.004325236,0.003376069,0.003220444,0.002303628,0.006075117,0.001679585
Epha4,0.071837737,0.147771185,0.160309069,0.276303393,0.166854867,0.133941568,0.378924779
Pax3,0.007138954,0.004179584,0.00082149,0.032028387,0.004219832,0.157579402,0.299481967
Sgpp2,0.001078605,0,0,0.002782425,0.001510823,0.001895836,0.004668451
Farsb,0.896596764,0.914691266,0.973615846,0.945478867,0.854659544,1.148532383,1.077202936
BC035947,0,0,0,9.26E-05,0,0.000263365,0
Mogat1,0.000906618,0.002101847,0.001180807,0.002299847,0.000697593,0.00818022,0.004471403
Acsl3,0.285323753,0.581322072,0.414837363,0.572853313,0.550512156,0.419470715,0.564652185
Utp14b,0.054017055,0.104929448,0.064958137,0.09869725,0.062939185,0.077112292,0.110467896
Gm5830,0,0,0,0.000258986,0.000133035,0,0
Scg2,0,0.001543149,0,0.001194462,0.000442147,0,0
Ap1s3,0.049590619,0.020357939,0.025019301,0.037663403,0.023241019,0.018320735,0.035330963
Wdfy1,0.259171365,0.141104394,0.076630014,0.142784136,0.11922871,0.219098723,0.11193672
Mrpl44,0.75186696,0.620642597,0.659601526,0.717826948,0.590980706,0.788126314,0.708029872
Serpine2,0.32768083,0.407500803,0.299895113,0.342128497,0.521109278,0.49884291,0.29268138
Gm5529,0.032330016,0.016861383,0.009202115,0.021809731,0.026521317,0.055424467,0.019311474
Fam124b,0.029318171,0.000918398,0,0,0,0,0
Cul3,0.39468853,0.3960118,0.456818347,0.40264023,0.400347374,0.366252367,0.450891439
Gm6189,0.000718725,0,0,0.000119437,0.000288811,0.000435634,0.000266503
Dock10,0.007662085,0.001411978,0.000651382,0.001199644,0.003677047,0.001081259,0.002648077
Nyap2,0,0,0,0.00013124,0,0,0
Gm5530,0.000394374,0.001269213,0,0.000630777,0.000319717,0.000820318,0.000727224
Irs1,0.013463898,0.143271289,0.127427019,0.088894032,0.127581234,0.021687732,0.098597276
Gm9747,0,0,0,9.33E-05,0,0,0.000296119
Rhbdd1,0.02391389,0.032213631,0.038416431,0.024157916,0.039055295,0.018843894,0.02498087
Col4a4,0,0,0,0.000279504,0.00111894,0,0.000281914
Col4a3,0.000807211,0.000241777,0,0.000220574,0.000139171,0,0.00010053
AC138214.2,0.001167817,0.00186057,0.001465722,0.001822908,0.002404461,0.001561268,0.001079176
Mff,1.309937233,1.338075484,1.384638704,1.243070674,1.57329422,1.194696605,1.106856873
Tm4sf20,0.000376343,0,0,0.000178409,0.000145331,0,0
Agfg1,0.621307665,0.405823541,0.51099382,0.334494433,0.323076438,0.37186068,0.352533003
Slc19a3,0.002440534,0.005562199,0.01400715,0.001993508,0.006139313,0.001545616,0.002025999
Ccl20,0.005816491,0.001047449,0,9.42E-05,5.41E-05,0.000418449,0.000217585
Wdr69,0,0,0,0.000260977,0.000621533,0.000550502,0.000717786
Sphkap,0.00810729,0.068588848,0.029918235,0.055662089,0.425538399,0.002597062,0.001252329
Gm6374,0.00012947,0.000355125,0,0.001074386,0.00031141,0.000572749,0.000400329
Pid1,0.00505412,0.019682912,0.011756691,0.034179085,0.005068534,0.01024349,0.053770203
Dner,8.27E-05,0.011491944,0,0.00340136,0.008074633,0.000678247,0.000507808
Trip12,0.659271253,0.499345966,0.55488862,0.489135848,0.672679959,0.390178533,0.435232746
Fbxo36,0.091279439,0.070432197,0.109821152,0.062083351,0.057485531,0.048868555,0.076670299
Slc16a14,0,0.000270848,0,3.55E-05,0.000349118,0,0
C130026I21Rik,0.001053664,0.00050432,0.000781833,0.001084302,0.001304033,0,0.00032911
Rpl19-ps1,0.269872718,0.239862713,0.170581754,0.321976384,0.213112623,0.486907165,0.265892662
A530032D15Rik,0,0,0,0,6.14E-05,0.000159279,0
A530040E14Rik,0.000184806,0.000268509,0,0,7.97E-05,0.000193404,0
Gm7609,0,0,0,0.000303246,0.000225464,0,0.000158811
Gm16026,0,0,0,9.76E-05,0,0,0
Sp110,0.002487349,0,0.002501271,0.000789966,0.001426537,0,0.000412416
Sp140,0.023133323,0.003451085,0.007215507,0.001667809,0.014633099,0.003449052,0.00132483
Sp100,0.001096346,0.002159022,0,6.27E-05,0.006095003,0,0.000495839
A630001G21Rik,0.001893501,0.00169068,0.001573738,0.000546126,0.002250296,0.001579564,0.00031831
Metazoa_SRP,0.000243341,0.000745926,0.001046853,0.000222195,0.000277973,0,0.000208196
Cab39,0.617942084,0.482919398,0.53322437,0.538100221,0.615840896,0.619075352,0.492073908
Itm2c,0.987211732,0.966330516,1.318817702,0.919549329,1.003343007,1.287615108,0.869109582
4933407L21Rik,0.000184469,0,0,0.000255302,0.000163703,0.000159279,0
2810459M11Rik,0.002352861,0.000510962,0.000903708,0.001615098,0.003007322,0.000571306,0.00080087
Psmd1,1.61541878,1.762222664,1.574016563,1.381279876,1.924940816,1.455624797,1.163652267
SNORA26.1,0.000216879,0,0,0,3.17E-05,0,0
Htr2b,0.000262196,0.00114326,0,0,0,0,0
RP24-308M3.1,0,0.000957482,0,0.000388544,0.000310782,0,0.000636845
Armc9,0.07993528,0.144956617,0.141234016,0.130117878,0.086677802,0.156502308,0.132537322
B3gnt7,0.006291002,0.022574856,0.05511061,0.022051242,0.011705155,0.01052096,0.02666303
Gm5258,0.00023347,0.000267985,0.001361714,0,0.000204345,0,0
Ncl,18.39572955,16.85838457,17.40058804,23.1004309,10.01220829,36.32436302,31.77857829
Snora75,0.000234602,0,0.001422939,0.00055228,3.64E-05,0.000382135,0
C130036L24Rik,0.028326788,0.033108009,0.028656227,0.029673507,0.02538499,0.029677846,0.032448009
Ptma,43.31427581,39.16310801,33.98008878,57.71832184,19.71032088,56.47178462,63.27216456
Pde6d,0.72227708,0.671047014,0.587601841,0.585393285,0.856903852,0.502742657,0.45943702
Cops7b,0.335223722,0.415509817,0.395870983,0.466738118,0.350112565,0.563602614,0.439245461
Nppc,0.000534195,0.001032663,0,0.000607829,0.000986721,0.000501898,0.001083353
Dis3l2,0.063531584,0.066466233,0.053301074,0.060779567,0.067672297,0.053588034,0.046340726
Gm6136,0.43217023,0.352736689,0.292886956,0.490779958,0.349623657,0.708785703,0.372525172
Ecel1,0,0,0,0.001456608,0.000226779,0.001410827,0.000630114
Prss56,0,0,0,0.000359937,7.81E-05,0.000489208,0.001027565
Chrnd,0,0,0,9.68E-05,0,0,0
Chrng,0.001061198,0,0,0.000517648,0.000349603,0.000135813,0.000263124
